2025-12-25 16:50:03,638 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 19:25:45,725 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1872.16}
2025-12-25 19:25:47,363 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1637.33}
2025-12-25 19:25:47,364 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 397, "duration_ms": 1.18}
2025-12-25 19:25:47,639 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 274.91}
2025-12-25 19:25:47,644 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.53}
2025-12-25 19:25:47,644 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:25:52,709 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 5064.49}
2025-12-25 19:25:52,709 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 780}
2025-12-25 19:25:52,710 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8858.11}
2025-12-25 19:25:52,712 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 2.1}
2025-12-25 19:25:52,714 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.41}
2025-12-25 19:25:52,932 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:25:52,932 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:25:52,933 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.19}
2025-12-25 19:25:52,933 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 12, "cleaned_length": 12, "duration_ms": 0.01}
2025-12-25 19:25:52,933 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:25:52,933 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:25:52,933 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:25:52,933 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 19:25:54,321 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1387.89}
2025-12-25 19:25:55,908 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1585.87}
2025-12-25 19:25:55,909 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 398, "duration_ms": 1.12}
2025-12-25 19:25:56,282 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 2, "duration_ms": 373.03}
2025-12-25 19:25:56,290 | INFO | req=d48e039636af42ffa49400916993b32a | step=选择题抽牌与提示词 | status=成功 | extra={"option_count": 2, "duration_ms": 7.41}
2025-12-25 19:25:56,290 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:26:14,836 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 18545.1}
2025-12-25 19:26:14,836 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 2184}
2025-12-25 19:26:14,836 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 21904.09}
2025-12-25 19:26:14,839 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.81}
2025-12-25 19:26:14,841 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 4.1}
2025-12-25 19:26:15,055 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:26:15,055 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:26:15,055 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.12}
2025-12-25 19:26:15,055 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 10, "cleaned_length": 10, "duration_ms": 0.01}
2025-12-25 19:26:15,055 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:26:15,056 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:26:15,056 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:26:15,056 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 19:26:16,249 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1193.42}
2025-12-25 19:26:19,132 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 2882.23}
2025-12-25 19:26:19,133 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 393, "duration_ms": 0.84}
2025-12-25 19:26:19,437 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 304.51}
2025-12-25 19:26:19,442 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.15}
2025-12-25 19:26:19,442 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:26:24,141 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4698.89}
2025-12-25 19:26:24,142 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 713}
2025-12-25 19:26:24,142 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9087.09}
2025-12-25 19:26:24,144 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.7}
2025-12-25 19:26:24,146 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.03}
2025-12-25 19:26:24,361 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:26:24,361 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:26:24,361 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 19:26:24,361 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 15, "cleaned_length": 15, "duration_ms": 0.02}
2025-12-25 19:26:24,362 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:24,362 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:26:24,362 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:26:24,362 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.13}
2025-12-25 19:26:26,424 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 2061.98}
2025-12-25 19:26:28,641 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 2215.89}
2025-12-25 19:26:28,642 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 392, "duration_ms": 1.01}
2025-12-25 19:26:28,955 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 313.04}
2025-12-25 19:26:28,960 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 5.2}
2025-12-25 19:26:28,961 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:26:33,467 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4506.31}
2025-12-25 19:26:33,468 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 706}
2025-12-25 19:26:33,468 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9107.32}
2025-12-25 19:26:33,470 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 2.11}
2025-12-25 19:26:33,472 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.41}
2025-12-25 19:26:33,671 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:26:33,671 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:26:33,671 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 19:26:33,671 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 11, "cleaned_length": 11, "duration_ms": 0.02}
2025-12-25 19:26:33,672 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:33,672 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:33,672 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:26:33,672 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.13}
2025-12-25 19:26:35,042 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1369.68}
2025-12-25 19:26:36,557 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1514.96}
2025-12-25 19:26:36,559 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 394, "duration_ms": 1.32}
2025-12-25 19:26:36,985 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 425.56}
2025-12-25 19:26:36,990 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 5.47}
2025-12-25 19:26:36,991 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:26:42,042 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 5051.08}
2025-12-25 19:26:42,042 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 822}
2025-12-25 19:26:42,042 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8371.88}
2025-12-25 19:26:42,044 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.34}
2025-12-25 19:26:42,046 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.97}
2025-12-25 19:26:42,248 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:26:42,249 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:26:42,249 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.26}
2025-12-25 19:26:42,249 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 15, "cleaned_length": 15, "duration_ms": 0.03}
2025-12-25 19:26:42,249 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:42,249 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:42,249 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:42,250 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.08}
2025-12-25 19:26:43,656 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1405.79}
2025-12-25 19:26:45,193 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1537.19}
2025-12-25 19:26:45,194 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 393, "duration_ms": 1.01}
2025-12-25 19:26:45,554 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 359.34}
2025-12-25 19:26:45,561 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 6.8}
2025-12-25 19:26:45,562 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:26:49,542 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 3980.19}
2025-12-25 19:26:49,542 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 744}
2025-12-25 19:26:49,543 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7295.04}
2025-12-25 19:26:49,544 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.44}
2025-12-25 19:26:49,546 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.14}
2025-12-25 19:26:49,783 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:26:49,783 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:26:49,784 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.17}
2025-12-25 19:26:49,784 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 9, "cleaned_length": 9, "duration_ms": 0.02}
2025-12-25 19:26:49,784 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:49,784 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:49,784 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:26:49,784 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.12}
2025-12-25 19:26:51,268 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1482.91}
2025-12-25 19:26:53,141 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1872.5}
2025-12-25 19:26:53,142 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 398, "duration_ms": 1.2}
2025-12-25 19:26:53,448 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 305.44}
2025-12-25 19:26:53,452 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.15}
2025-12-25 19:26:53,453 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:26:58,519 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 5065.79}
2025-12-25 19:26:58,519 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 789}
2025-12-25 19:26:58,519 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8735.95}
2025-12-25 19:26:58,521 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.5}
2025-12-25 19:26:58,523 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.19}
2025-12-25 19:26:58,719 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:26:58,719 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:26:58,720 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.17}
2025-12-25 19:26:58,720 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 15, "cleaned_length": 15, "duration_ms": 0.02}
2025-12-25 19:26:58,720 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:58,720 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:26:58,720 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:26:58,721 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.13}
2025-12-25 19:27:00,030 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1308.56}
2025-12-25 19:27:01,698 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1668.13}
2025-12-25 19:27:01,699 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 392, "duration_ms": 1.06}
2025-12-25 19:27:02,089 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 390.03}
2025-12-25 19:27:02,094 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.16}
2025-12-25 19:27:02,094 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:27:06,571 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4477.04}
2025-12-25 19:27:06,572 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 753}
2025-12-25 19:27:06,572 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7852.87}
2025-12-25 19:27:06,575 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 2.71}
2025-12-25 19:27:06,577 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.55}
2025-12-25 19:27:06,791 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:27:06,792 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:27:06,792 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.19}
2025-12-25 19:27:06,792 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 8, "cleaned_length": 8, "duration_ms": 0.02}
2025-12-25 19:27:06,792 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:27:06,793 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:27:06,793 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:27:06,793 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.12}
2025-12-25 19:27:09,082 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 2289.19}
2025-12-25 19:27:10,932 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1849.41}
2025-12-25 19:27:10,933 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 396, "duration_ms": 0.81}
2025-12-25 19:27:11,266 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 333.09}
2025-12-25 19:27:11,271 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.51}
2025-12-25 19:27:11,272 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:27:15,442 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4170.58}
2025-12-25 19:27:15,443 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 688}
2025-12-25 19:27:15,443 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8651.46}
2025-12-25 19:27:15,445 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.95}
2025-12-25 19:27:15,447 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.13}
2025-12-25 19:27:15,677 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:27:15,677 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:27:15,677 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 19:27:15,678 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 12, "cleaned_length": 12, "duration_ms": 0.02}
2025-12-25 19:27:15,678 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:27:15,678 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:27:15,678 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:27:15,678 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.12}
2025-12-25 19:27:16,715 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1036.68}
2025-12-25 19:27:18,447 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1731.13}
