2025-12-25 16:51:46,733 | INFO | req=test_session_3 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:09:18,114 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:09:18,114 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 19:09:18,115 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.13}
2025-12-25 19:09:18,115 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:09:18,115 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:09:18,115 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:09:18,115 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.04}
2025-12-25 19:09:19,771 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1656.25}
2025-12-25 19:09:21,274 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 1502.43}
2025-12-25 19:09:21,274 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "long", "duration_ms": 0.09}
2025-12-25 19:09:21,275 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.3}
2025-12-25 19:09:26,111 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4835.85}
2025-12-25 19:09:26,124 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 12.58}
2025-12-25 19:09:26,125 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:09:27,479 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 85}
2025-12-25 19:09:27,479 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9365.36}
2025-12-25 19:09:27,482 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.99}
2025-12-25 19:09:27,483 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.78}
2025-12-25 19:09:42,770 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:09:42,771 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:09:42,771 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.21}
2025-12-25 19:09:42,772 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.2}
2025-12-25 19:09:42,772 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:09:42,772 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:09:42,772 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:09:42,772 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.04}
2025-12-25 19:09:44,443 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1670.77}
2025-12-25 19:09:45,337 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 893.6}
2025-12-25 19:09:45,337 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.1}
2025-12-25 19:09:45,338 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.3}
2025-12-25 19:09:48,735 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 3397.55}
2025-12-25 19:09:48,740 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 2, "duration_ms": 4.36}
2025-12-25 19:09:48,741 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:09:50,571 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 59}
2025-12-25 19:09:50,572 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7801.28}
2025-12-25 19:09:50,574 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.64}
2025-12-25 19:09:50,575 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.38}
2025-12-25 19:10:06,360 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:10:06,360 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:10:06,361 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.2}
2025-12-25 19:10:06,361 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.25}
2025-12-25 19:10:06,361 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:10:06,361 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:10:06,362 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.04}
2025-12-25 19:10:06,362 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 19:10:08,284 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1921.69}
2025-12-25 19:10:09,834 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 1549.75}
2025-12-25 19:10:09,834 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.09}
2025-12-25 19:10:09,834 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.18}
2025-12-25 19:10:14,179 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4344.11}
2025-12-25 19:10:14,185 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 6.17}
2025-12-25 19:10:14,186 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:10:16,343 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 177}
2025-12-25 19:10:16,344 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9983.63}
2025-12-25 19:10:16,346 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.35}
2025-12-25 19:10:16,347 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.77}
2025-12-25 19:10:31,652 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:10:31,652 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:10:31,653 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.21}
2025-12-25 19:10:31,653 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.15}
2025-12-25 19:10:31,653 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:10:31,653 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:10:31,653 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:10:31,653 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 19:10:33,052 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1398.76}
2025-12-25 19:10:34,301 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 1248.63}
2025-12-25 19:10:34,301 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.1}
2025-12-25 19:10:34,302 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.14}
2025-12-25 19:10:37,910 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 3608.51}
2025-12-25 19:10:37,917 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 6.67}
2025-12-25 19:10:37,918 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:10:39,605 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 117}
2025-12-25 19:10:39,605 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 7952.75}
2025-12-25 19:10:39,606 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.22}
2025-12-25 19:10:39,608 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.78}
2025-12-25 19:10:54,927 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:10:54,927 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:10:54,928 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.21}
2025-12-25 19:10:54,928 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.13}
2025-12-25 19:10:54,928 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:10:54,928 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:10:54,928 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:10:54,928 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 19:10:57,019 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 2090.85}
2025-12-25 19:10:58,060 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 1040.21}
2025-12-25 19:10:58,060 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.1}
2025-12-25 19:10:58,060 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.3}
2025-12-25 19:11:01,236 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 3175.29}
2025-12-25 19:11:01,243 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 7.03}
2025-12-25 19:11:01,244 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:11:02,931 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 101}
2025-12-25 19:11:02,931 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8004.02}
2025-12-25 19:11:02,932 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.07}
2025-12-25 19:11:02,935 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.11}
2025-12-25 19:11:18,229 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:11:18,229 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:11:18,229 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.18}
2025-12-25 19:11:18,230 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.1}
2025-12-25 19:11:18,230 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:11:18,230 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:11:18,230 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 19:11:18,230 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 19:11:19,965 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1735.26}
2025-12-25 19:11:21,333 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 1368.01}
2025-12-25 19:11:21,334 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "long", "duration_ms": 0.08}
2025-12-25 19:11:21,334 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.25}
2025-12-25 19:11:27,505 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 6170.7}
2025-12-25 19:11:27,522 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 16.63}
2025-12-25 19:11:27,522 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:11:29,173 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 42}
2025-12-25 19:11:29,173 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 10944.32}
2025-12-25 19:11:29,175 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.23}
2025-12-25 19:11:29,176 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.22}
2025-12-25 19:11:44,519 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:11:44,519 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:11:44,519 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.2}
2025-12-25 19:11:44,520 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.22}
2025-12-25 19:11:44,520 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:11:44,520 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.04}
2025-12-25 19:11:44,520 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:11:44,520 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.04}
2025-12-25 19:11:46,046 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 1525.94}
2025-12-25 19:11:47,769 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 1722.2}
2025-12-25 19:11:47,769 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.07}
2025-12-25 19:11:47,769 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.17}
2025-12-25 19:11:51,692 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 3923.07}
2025-12-25 19:11:51,699 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 9, "duration_ms": 6.24}
2025-12-25 19:11:51,699 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:11:53,029 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 103}
2025-12-25 19:11:53,029 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 8510.38}
2025-12-25 19:11:53,032 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 2.12}
2025-12-25 19:11:53,033 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.79}
2025-12-25 19:12:08,325 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:12:08,325 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:12:08,325 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.22}
2025-12-25 19:12:08,325 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.17}
2025-12-25 19:12:08,326 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:12:08,326 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:12:08,326 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:12:08,326 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.04}
2025-12-25 19:12:10,682 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 2355.68}
2025-12-25 19:12:12,096 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 1414.65}
2025-12-25 19:12:12,097 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "long", "duration_ms": 0.19}
2025-12-25 19:12:12,097 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.41}
2025-12-25 19:12:16,380 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4282.46}
2025-12-25 19:12:16,385 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 1, "duration_ms": 4.48}
2025-12-25 19:12:16,385 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:12:17,443 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 40}
2025-12-25 19:12:17,443 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 9118.45}
2025-12-25 19:12:17,445 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.3}
2025-12-25 19:12:17,447 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.87}
2025-12-25 19:12:32,778 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:12:32,778 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:12:32,779 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.22}
2025-12-25 19:12:32,779 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.24}
2025-12-25 19:12:32,779 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:12:32,779 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:12:32,780 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 19:12:32,780 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 19:12:35,096 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别 | status=成功 | extra={"duration_ms": 2316.02}
2025-12-25 19:12:36,442 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=成功 | extra={"duration_ms": 1346.1}
2025-12-25 19:12:36,443 | INFO | req=d48e039636af42ffa49400916993b32a | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.1}
2025-12-25 19:12:36,443 | INFO | req=d48e039636af42ffa49400916993b32a | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.3}
2025-12-25 19:12:41,238 | INFO | req=d48e039636af42ffa49400916993b32a | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4794.53}
2025-12-25 19:12:41,246 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库查询 | status=成功 | extra={"data_count": 9, "duration_ms": 7.59}
2025-12-25 19:12:41,246 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 19:12:43,083 | INFO | req=d48e039636af42ffa49400916993b32a | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 108}
2025-12-25 19:12:43,083 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 10305.33}
2025-12-25 19:12:43,085 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.72}
2025-12-25 19:12:43,087 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.79}
2025-12-25 19:12:58,395 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 19:12:58,396 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 19:12:58,396 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.22}
2025-12-25 19:12:58,397 | INFO | req=d48e039636af42ffa49400916993b32a | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.21}
2025-12-25 19:12:58,397 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 19:12:58,397 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
