2025-12-24 19:48:22,102 | INFO | 成功获取请求 | 成功 | request_id=da886b26 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:33:20,054 | INFO | 成功获取数据库信息 | 成功 | request_id=74a4b48a | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:33:24,870 | INFO | 成功输出给客户端 | 成功 | request_id=2a9ec38d | {"total_time_sec": 20.081, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:33:35,221 | INFO | 成功获取请求 | 成功 | request_id=8e3a9c32 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:33:35,223 | INFO | 成功获取数据库信息 | 成功 | request_id=8e3a9c32 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:33:40,159 | INFO | 成功输出给客户端 | 成功 | request_id=74a4b48a | {"total_time_sec": 20.105, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:33:50,702 | INFO | 成功获取请求 | 成功 | request_id=b7c36485 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:33:50,704 | INFO | 成功获取数据库信息 | 成功 | request_id=b7c36485 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:33:55,395 | INFO | 成功输出给客户端 | 成功 | request_id=8e3a9c32 | {"total_time_sec": 20.173, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:34:06,008 | INFO | 成功获取请求 | 成功 | request_id=f6bb2f60 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:34:06,009 | INFO | 成功获取数据库信息 | 成功 | request_id=f6bb2f60 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:34:10,863 | INFO | 成功输出给客户端 | 成功 | request_id=b7c36485 | {"total_time_sec": 20.16, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:34:21,643 | INFO | 成功获取请求 | 成功 | request_id=aefa62a2 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:34:21,645 | INFO | 成功获取数据库信息 | 成功 | request_id=aefa62a2 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:34:26,058 | INFO | 成功输出给客户端 | 成功 | request_id=f6bb2f60 | {"total_time_sec": 20.048, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:34:36,824 | INFO | 成功获取请求 | 成功 | request_id=31f21f2d | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:34:36,827 | INFO | 成功获取数据库信息 | 成功 | request_id=31f21f2d | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:34:41,740 | INFO | 成功输出给客户端 | 成功 | request_id=aefa62a2 | {"total_time_sec": 20.096, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:34:52,065 | INFO | 成功获取请求 | 成功 | request_id=8c8698c2 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:34:52,067 | INFO | 成功获取数据库信息 | 成功 | request_id=8c8698c2 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:34:56,926 | INFO | 成功输出给客户端 | 成功 | request_id=31f21f2d | {"total_time_sec": 20.1, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:35:07,165 | INFO | 成功获取请求 | 成功 | request_id=29a3e82b | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:35:07,167 | INFO | 成功获取数据库信息 | 成功 | request_id=29a3e82b | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:35:12,112 | INFO | 成功输出给客户端 | 成功 | request_id=8c8698c2 | {"total_time_sec": 20.045, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:35:22,414 | INFO | 成功获取请求 | 成功 | request_id=0298785f | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:35:22,416 | INFO | 成功获取数据库信息 | 成功 | request_id=0298785f | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:35:27,238 | INFO | 成功输出给客户端 | 成功 | request_id=29a3e82b | {"total_time_sec": 20.071, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:35:37,551 | INFO | 成功获取请求 | 成功 | request_id=24285f54 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:35:37,553 | INFO | 成功获取数据库信息 | 成功 | request_id=24285f54 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:35:42,506 | INFO | 成功输出给客户端 | 成功 | request_id=0298785f | {"total_time_sec": 20.09, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:35:52,938 | INFO | 成功获取请求 | 成功 | request_id=7beeca38 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:35:52,940 | INFO | 成功获取数据库信息 | 成功 | request_id=7beeca38 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:35:57,723 | INFO | 成功输出给客户端 | 成功 | request_id=24285f54 | {"total_time_sec": 20.17, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:36:08,035 | INFO | 成功获取请求 | 成功 | request_id=4f735d55 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:36:08,037 | INFO | 成功获取数据库信息 | 成功 | request_id=4f735d55 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:36:13,000 | INFO | 成功输出给客户端 | 成功 | request_id=7beeca38 | {"total_time_sec": 20.06, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:36:23,300 | INFO | 成功获取请求 | 成功 | request_id=7687d53e | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:36:23,303 | INFO | 成功获取数据库信息 | 成功 | request_id=7687d53e | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:36:28,121 | INFO | 成功输出给客户端 | 成功 | request_id=4f735d55 | {"total_time_sec": 20.084, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:36:38,486 | INFO | 成功获取请求 | 成功 | request_id=f2b4cdc3 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:36:38,489 | INFO | 成功获取数据库信息 | 成功 | request_id=f2b4cdc3 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:36:43,390 | INFO | 成功输出给客户端 | 成功 | request_id=7687d53e | {"total_time_sec": 20.088, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:36:53,611 | INFO | 成功获取请求 | 成功 | request_id=1ac71ca0 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:36:53,613 | INFO | 成功获取数据库信息 | 成功 | request_id=1ac71ca0 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:36:58,684 | INFO | 成功输出给客户端 | 成功 | request_id=f2b4cdc3 | {"total_time_sec": 20.196, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:37:08,864 | INFO | 成功获取请求 | 成功 | request_id=d2f82271 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:37:08,866 | INFO | 成功获取数据库信息 | 成功 | request_id=d2f82271 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:37:13,691 | INFO | 成功输出给客户端 | 成功 | request_id=1ac71ca0 | {"total_time_sec": 20.079, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:37:23,992 | INFO | 成功获取请求 | 成功 | request_id=338533e4 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:37:23,995 | INFO | 成功获取数据库信息 | 成功 | request_id=338533e4 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.002}
2025-12-25 20:37:28,976 | INFO | 成功输出给客户端 | 成功 | request_id=d2f82271 | {"total_time_sec": 20.111, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:37:39,247 | INFO | 成功获取请求 | 成功 | request_id=06b72bd1 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:37:39,249 | INFO | 成功获取数据库信息 | 成功 | request_id=06b72bd1 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:37:44,070 | INFO | 成功输出给客户端 | 成功 | request_id=338533e4 | {"total_time_sec": 20.077, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:37:54,609 | INFO | 成功获取请求 | 成功 | request_id=6df1ec0c | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:37:54,611 | INFO | 成功获取数据库信息 | 成功 | request_id=6df1ec0c | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:37:59,329 | INFO | 成功输出给客户端 | 成功 | request_id=06b72bd1 | {"total_time_sec": 20.081, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:38:09,634 | INFO | 成功获取请求 | 成功 | request_id=4ceb6820 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:38:09,636 | INFO | 成功获取数据库信息 | 成功 | request_id=4ceb6820 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:38:14,680 | INFO | 成功输出给客户端 | 成功 | request_id=6df1ec0c | {"total_time_sec": 20.07, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:38:24,788 | INFO | 成功获取请求 | 成功 | request_id=f90c8283 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:38:24,790 | INFO | 成功获取数据库信息 | 成功 | request_id=f90c8283 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:38:29,737 | INFO | 成功输出给客户端 | 成功 | request_id=4ceb6820 | {"total_time_sec": 20.101, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:38:40,232 | INFO | 成功获取请求 | 成功 | request_id=d65ddb82 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:38:40,234 | INFO | 成功获取数据库信息 | 成功 | request_id=d65ddb82 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:38:44,856 | INFO | 成功输出给客户端 | 成功 | request_id=f90c8283 | {"total_time_sec": 20.066, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:38:55,270 | INFO | 成功获取请求 | 成功 | request_id=7405cea7 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:38:55,272 | INFO | 成功获取数据库信息 | 成功 | request_id=7405cea7 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:39:00,317 | INFO | 成功输出给客户端 | 成功 | request_id=d65ddb82 | {"total_time_sec": 20.083, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:39:10,388 | INFO | 成功获取请求 | 成功 | request_id=03c6a890 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:39:10,390 | INFO | 成功获取数据库信息 | 成功 | request_id=03c6a890 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:39:15,428 | INFO | 成功输出给客户端 | 成功 | request_id=7405cea7 | {"total_time_sec": 20.155, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:39:26,139 | INFO | 成功获取请求 | 成功 | request_id=6aff0f7b | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:39:26,142 | INFO | 成功获取数据库信息 | 成功 | request_id=6aff0f7b | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:39:30,484 | INFO | 成功输出给客户端 | 成功 | request_id=03c6a890 | {"total_time_sec": 20.094, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:39:40,907 | INFO | 成功获取请求 | 成功 | request_id=69d8b055 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:39:40,909 | INFO | 成功获取数据库信息 | 成功 | request_id=69d8b055 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:39:46,244 | INFO | 成功输出给客户端 | 成功 | request_id=6aff0f7b | {"total_time_sec": 20.102, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:39:56,098 | INFO | 成功获取请求 | 成功 | request_id=fe2df2f1 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:39:56,100 | INFO | 成功获取数据库信息 | 成功 | request_id=fe2df2f1 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:40:01,017 | INFO | 成功输出给客户端 | 成功 | request_id=69d8b055 | {"total_time_sec": 20.108, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:40:11,150 | INFO | 成功获取请求 | 成功 | request_id=5db74671 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:40:11,153 | INFO | 成功获取数据库信息 | 成功 | request_id=5db74671 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:40:16,232 | INFO | 成功输出给客户端 | 成功 | request_id=fe2df2f1 | {"total_time_sec": 20.133, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:40:26,431 | INFO | 成功获取请求 | 成功 | request_id=6381b1ab | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:40:26,433 | INFO | 成功获取数据库信息 | 成功 | request_id=6381b1ab | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:40:31,193 | INFO | 成功输出给客户端 | 成功 | request_id=5db74671 | {"total_time_sec": 20.04, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:40:44,899 | INFO | 成功获取请求 | 成功 | request_id=a3b30969 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:40:44,901 | INFO | 成功获取数据库信息 | 成功 | request_id=a3b30969 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:40:46,544 | INFO | 成功输出给客户端 | 成功 | request_id=6381b1ab | {"total_time_sec": 20.112, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:48:30,487 | INFO | 成功获取请求 | 成功 | request_id=a2d00a08 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:48:30,494 | INFO | 成功获取数据库信息 | 成功 | request_id=a2d00a08 | {"session_id": "test-session-001", "duration_sec": 0.001}
2025-12-25 20:48:38,180 | INFO | 澄清：多流月问题，需要用户选择具体月份 | 澄清 | request_id=a2d00a08 | {"months_to_analyze": [[2025, 12], [2026, 1], [2026, 2]], "session_id": "test-session-001", "span": 3, "core_question": "运势如何"}
2025-12-25 20:48:38,185 | INFO | 成功输出给客户端 | 成功 | request_id=a2d00a08 | {"total_time_sec": 7.693, "session_id": "test-session-001"}
